"","Nombre","Altitud(msnm)","Superficie(km2)","Poblacion(hab)","Densidad_pob(hab/km2)","Latitud","Longitud","Pais"
"11521","Villes-sur-Auzon",293,27.08,1287,47.53,44.057777777778,5.2336111111111,"Francia"
"11522","Monfort",164,22.49,492,21.88,43.794444444444,0.82388888888889,"Francia"
"11523","Villagarcía de Campos",774,37.68,307,8.15,41.781388888889,-5.1930555555556,"España"
"11524","Santiago del Campo",349,73.33,252,3.44,39.6287478,-6.3644999,"España"
"11525","Le Pecq",30,2.84,16072,5659.15,48.896666666667,2.1061111111111,"Francia"
"11526","Los Barrios de Luna",1032,94.29,314,3.33,42.845555555556,-5.86,"España"
"11527","Güesa/Gorza",710,26.84,40,1.49,42.806368,-1.094708,"España"
"11528","Kuartango/Cuartango",594,84.39,376,4.46,42.88623625,-2.92750221493,"España"
"11529","San Miguel del Pino",676,7.45,350,46.98,41.509166666667,-4.9111111111111,"España"
"11530","Ners",100,4.96,702,141.53,44.026111111111,4.1588888888889,"Francia"
"11531","Distrito de Chortkiv",230,903,76447,84.66,48.9982,25.5839,"Ucrania"
"11532","Pouzolles",81,10.01,1171,116.98,43.483333333333,3.2791666666667,"Francia"
"11533","Valdemaluque",947,62.98,151,2.4,41.673333333333,-3.0452777777778,"España"
"11534","Yvoir",389,56.84,9163,161.21,46.37,6.3266666666667,"Belgien"
"11535","Cepeda la Mora",1504,31,74,2.39,40.457777777778,-5.0483333333333,"España"
"11536","Wetteren",17,36.68,25477,633,50.6122,5.9403,"Belgien"
"11537","Beintza-Labaien",450,28.13,220,7.82,43.087222222222,-1.7388888888889,"España"
"11538","Guchan",785,2.59,140,54.05,42.847222222222,0.34972222222222,"Francia"
"11539","Bezouce",73,12.29,2299,187.06,43.881388888889,4.49,"Francia"
"11540","Bons-en-Chablais",568,19.09,5631,294.97,46.264444444444,6.3702777777778,"Francia"
"11541","Lussas",296,16.45,1159,70.46,44.611944444444,4.4727777777778,"Francia"
"11542","Luxeuil-les-Bains",295,21.81,6722,308.21,47.816111111111,6.3808333333333,"Francia"
"11543","Riddes",482,23.9,2985,124.9,46.166666666667,7.2166666666667,"Suiza"
"11544","Saint-Philbert-de-Bouaine",17,50.16,3424,68.26,46.985277777778,-1.5208333333333,"Francia"
"11545","Valdetórtola",968,103.21,133,1.29,39.921666666667,-2.1852777777778,"España"
"11546","Venafro",178,45,11209,266,41.483333333333,14.05,"Italia"
"11547","El Toro",710,324.86,8713,26.82,41.526111111111,-5.3947222222222,"España"
"11548","Louhossoa",116,7,887,120.19,43.316111111111,-1.3536111111111,"Francia"
"11549","Santibáñez del Val",979,14.96,45,3.01,41.973905,-3.481082,"España"
"11550","Castelnau-Magnoac",371,12.56,798,63.54,43.294722222222,0.5075,"Francia"
"11551","Landéda",52,10.98,3578,325.87,48.586944444444,-4.5716666666667,"Francia"
"11552","Rocamadour",218,49.42,606,12.26,44.799444444444,1.6177777777778,"Francia"
"11553","Kaufbeuren",750,40.02,43893,1097.33,47.88,10.6225,"Alemania"
"11554","Benicull de Xúquer",30,3.56,1012,284.27,39.1856301,-0.3835791,"España"
"11555","Bartenshagen-Parkentin",681,1125.91,173329,153.95,38.995555555556,-1.8558333333333,"Alemania"
"11556","Itxassou",76,39.37,2133,54.18,43.329444444444,-1.4055555555556,"Francia"
"11557","Mettet",241,116.78,12233,104.8,50.6,3.3833333333333,"Belgien"
"11558","Villafuerte",105,26,80,3.08,41.732222222222,-4.3222222222222,"España"
"11559","Valdaracete",744,64.31,609,9.47,40.211111111111,-3.1944444444444,"España"
"11560","Chambon",136,17.88,326,18.2,46.8436,0.813056,"Francia"
"11561","Malvalette",579,21.01,835,39.74,45.355,4.1586111111111,"Francia"
"11562","Pont-Sainte-Marie",110,3.99,5166,1294.74,48.320555555556,4.1013888888889,"Francia"
"11563","Aulesti",89,25.31,654,25.84,43.296423,-2.5628139,"España"
"11564","Cornago",750,80.54,312,3.87,42.065555555556,-2.0944444444444,"España"
"11565","Pajares de la Lampreana",696,27.95,315,11.27,41.715277777778,-5.6933333333333,"España"
"11566","Saint-Mars-d'Outillé",24,38.04,2389,0.06,55.898555,-2.131562,"Francia"
"11567","Durban-Corbières",54,25.9,645,24.9,42.9958,2.81694,"Francia"
"11568","Ambonil",148,1.23,127,91.87,44.794113,4.908492,"Francia"
"11569","Calomarde",1312,28.18,75,2.66,40.373333333333,-1.5752777777778,"España"
"11570","Saint-Saturnin-du-Bois",41,25.21,891,35.34,46.140277777778,-0.67111111111111,"Francia"
"11571","Charentay",250,13.78,1240,89.99,47.242222222222,6.0213888888889,"Francia"
"11572","Hagondange",162,5.5,9242,1680.36,49.254166666667,6.1680555555556,"Francia"
"11573","Morsang-sur-Orge",64,4.39,20909,4762.87,48.663333333333,2.3513888888889,"Francia"
"11574","Rombas",180,11.69,9882,845.34,49.249444444444,6.0947222222222,"Francia"
"11575","Spielberg",662,22.28,5129,230.2,47.216666666667,14.783333333333,"Austria"
"11576","Tuttlingen",646,94.33,35730,394.85,47.985,8.8233333333333,"Alemania"
"11577","Woippy",170,14.58,14214,974.9,49.151111111111,6.1513888888889,"Francia"
"11578","Carrara",176,71,62737,923,44.083333333333,10.1,"Italia"
"11579","Les Moulins",156,56.64,3777,66.7,48.1769,-2.6,"Francia"
"11580","Port",465,4.25,849,199.76,46.164,5.5703,"Francia"
"11581","Cherveix-Cubas",148,14.96,569,38.03,45.290277777778,1.1158333333333,"Francia"
"11582","Saint-Bauzille-de-Putois",136,18.16,1977,108.87,43.895277777778,3.7363888888889,"Francia"
"11583","Vielverge",250,14.78,496,33.56,47.242222222222,6.0213888888889,"Francia"
"11584","Castelfranco Veneto",39,50.93,33435,648,45.666666666667,11.933333333333,"Italia"
"11585","Villar de Ciervo",679,56.84,277,4.87,40.733611111111,-6.7333333333333,"España"
"11586","Bugojno",565,361,34559,95.73,44.057222222222,17.450833333333,"Hercegovina"
"11587","Bourg",273,23.86,43306,1815,46.2047,5.22806,"Francia"
"11588","Le Verdon-sur-Mer",6,17.09,1335,78.12,45.546388888889,-1.0616666666667,"Francia"
"11589","Saint-Philibert",24,7.05,1529,0.22,55.898555,-2.131562,"Francia"
"11590","Douarnenez",33,24.94,13902,557.42,48.092222222222,-4.3302777777778,"Francia"
"11591","Hontangas",840,12.22,90,7.36,41.5825,-3.7961111111111,"España"
"11592","Benillup",565,3.4,97,28.53,38.753333333333,-0.37944444444444,"España"
"11593","Wittenberge",75,50.44,17015,337.33,51.8671,12.6484,"Alemania"
"11594","Durfort-Lacapelette",188,35.83,847,23.64,44.186388888889,1.155,"Francia"
"11595","Valeilles",57,13.75,248,18.04,44.203055555556,0.61861111111111,"Francia"
"11596","El Vallecillo",1421,21.59,47,2.18,40.2343711,-1.5666456,"España"
"11597","Vigevano",105,82,63505,667,45.316666666667,8.8666666666667,"Italia"
"11598","Vatan",118,29.8,1988,66.71,47.0733,1.81056,"Francia"
"11599","Dormagen",43,85.4,64335,343,51.0964,6.84,"Alemania"
"11600","Soustelle",56,11.09,123,11.09,43.610919444444,3.8772305555556,"Francia"
"11601","Juillan",330,8.2,4106,500.73,43.2014,0.016667,"Francia"
"11602","Barcelonne",13,101.35,349,42.15,41.3825,2.1769444444444,"Francia"
"11603","La Chapelle-la-Reine",122,15.91,2418,151.98,48.318333333333,2.5716666666667,"Francia"
"11604","San Miguel del Robledo",1030,10.39,56,5.39,40.537047222222,-6.0454833333333,"España"
"11605","Aras",633,17.72,153,8.63,42.561944444444,-2.355,"Francia"
"11606","Arpajon",48,2.4,10378,4324.17,48.590277777778,2.2477777777778,"Francia"
"11607","Balaguères",233,57.32,17162,299.41,41.790401,0.805573,"Francia"
"11608","Fabbrico",83,23,6609,274,43.933333333333,10.916666666667,"Italia"
"11609","Saint-Étienne-de-Montluc",24,57.57,684,0.12,55.898555,-2.131562,"Francia"
"11610","Terranoa/Olbia",10,376.1,60261,147.51,40.916666666667,9.5,"Italia"
"11611","Támara de Campos",795,20.75,67,3.23,42.203333333333,-4.3936111111111,"España"
"11612","Lansac",333,5.2,89,17.12,42.765833333333,2.5608333333333,"Francia"
"11613","Sankt Pölten",272,108.52,154885,490,48.183128,15.625136,"Austria"
"11614","Charantonnay",403,6.82,19738,2894.13,46.3289,6.2402,"Francia"
"11615","Villanueva de Guadamejud",805,30.61,31,2.5,40.041388888889,-2.3019444444444,"España"
"11616","Navardún",526,24.5,38,1.55,42.5128138,-1.1459925,"España"
"11617","Sanxay",117,24.13,548,22.71,46.494444444444,-0.0069444444444444,"Francia"
"11618","Saint-Sulpice-de-Royan",18,20.81,3204,153.96,45.671388888889,-1.0113888888889,"Francia"
"11619","Filiasi",121,99.73,16900,169.46,44.5538,23.5289,"Rumania"
"11620","Jete",120,13.91,919,66.07,36.797222222222,-3.6680555555556,"España"
"11621","Senago",169,8.63,21527,2442.29,45.583333333333,9.1333333333333,"Italia"
"11622","Saint-Cirq-Lapopie",218,17.89,203,11.35,44.464444444444,1.6697222222222,"Francia"
"11623","Masseret",464,13.55,676,49.89,45.545555555556,1.5205555555556,"Francia"
"11624","Sours",150,33.15,1927,58.85,48.411927,1.597523,"Francia"
"11625","L'Île-d'Olonne",32,19.56,271,0.14,46.561666666667,-1.7822222222222,"Francia"
"11626","La Tardière",749,94.95,78412,825.82,42.016666666667,-4.5333333333333,"Francia"
"11627","Saint-Hilaire-Bonneval",351,28.49,988,34.68,45.719444444444,1.3741666666667,"Francia"
"11628","Poulx",188,11.9,3933,330.5,43.910833333333,4.4236111111111,"Francia"
"11629","Donjimeno",883,14.75,78,5.29,40.959722222222,-4.8452777777778,"España"
"11630","Albières",9,30.76,46771,1520.51,41.307222222222,2.0038888888889,"Francia"
"11631","Saint-Pargoire",84,23.77,2276,95.75,43.527777777778,3.5188888888889,"Francia"
"11632","Mancera de Arriba",934,17.59,74,4.21,40.791111111111,-5.1472222222222,"España"
"11633","Villarmentero de Campos",831,7.68,17,2.21,42.297222222222,-4.5,"España"
"11634","Suisse",236,41.285,103,20.48,48.965515,6.578641,"Suiza"
"11635","Pompei",14,12.4,25087,2.022,40.75,14.5,"Italia"
"11636","Hérmedes de Cerrato",907,32.33,80,2.47,41.819166666667,-4.175,"España"
"11637","Valpalmas",493,39.6,140,3.54,42.1581585,-0.8548297,"España"
"11638","Camposanto",19,22.71,3185,0.14,44.788173,11.137617,"Italia"
"11639","Chodos/Xodos",1063,44.3,112,2.53,40.2324725,-0.293240762847,"España"
"11640","Espadilla",294,12,71,5.92,40.026388888889,-0.35555555555556,"España"
"11641","Imphy",192,16.62,3345,201.26,46.928333333333,3.2611111111111,"Francia"
"11642","Líjar",612,28,390,13.93,37.2949008,-2.2185033,"España"
"11643","Magnac-sur-Touvre",52,7.82,3139,401.41,45.665555555556,0.23722222222222,"Francia"
"11644","Pomer",1107,33.15,22,0.66,41.6378484,-1.8407736,"España"
"11645","Saint-Germain-sur-Morin",48,4.81,3664,761.75,48.8825,2.8505555555556,"Francia"
"11646","Saint-Michel-de-Chabrillanoux",542,12.14,354,29.16,44.839444444444,4.6025,"Francia"
"11647","Saint-Étienne-de-Saint-Geoirs",24,18.61,3259,0.18,55.898555,-2.131562,"Francia"
"11648","Wilhelmshaven",2,106.91,76278,761,53.516666666667,8.1333333333333,"Alemania"
"11649","Castrillo de la Valduerna",904,23.51,158,6.72,42.324166666667,-6.1347222222222,"España"
"11650","Villanueva de las Peras",756,17.32,78,4.5,41.935833333333,-5.9788888888889,"España"
"11651","Cormeilles-en-Parisis",89,8.48,24161,2849.17,48.973055555556,2.2005555555556,"Francia"
"11652","Esparragalejo",231,16.8,1462,87.02,38.943611111111,-6.4366666666667,"España"
"11653","Luxey",91,160.07,664,4.15,44.263333333333,-0.51972222222222,"Francia"
"11654","Rieux-Volvestre",221,32.38,2583,79.77,43.2575,1.1969444444444,"Francia"
"11655","Saint-Cast-le-Guildo",16,22.63,3315,146.49,48.629444444444,-2.2577777777778,"Francia"
"11656","Montsecret-Clairefougère",155,13.92,682,48.99,48.79751,-0.675288,"Francia"
"11657","Tobar",896,11.956,25,2.09,42.483611111111,-3.9383333333333,"España"
"11658","Trancoso",489,361.5,9878,27.29,40.7833,-7.35,"Portugal"
"11659","Trélazé",24,12.2,14145,1.16,47.44554,-0.464815,"Francia"
"11660","Villazanzo de Valderaduey",912,145.88,419,2.87,42.534722222222,-4.9647222222222,"España"
"11661","Saint-Jean-sur-Couesnon",57,18.32,1180,64.41,48.290555555556,-1.3672222222222,"Francia"
"11662","Cucalón",1021,31.93,80,3,41.086543,-1.216338,"España"
"11663","Cervera de la Cañada",703,29.35,271,9.23,41.4321593,-1.7352713,"España"
"11664","La Cuba",882,6.51,43,5.53,40.5915,-0.29798,"España"
"11665","Vaux-en-Beaujolais",360,17.74,1087,61.27,46.056111111111,4.5919444444444,"Francia"
"11666","Abeilhan",94,7.81,1705,218.31,43.449722222222,3.2947222222222,"Francia"
"11667","Castillejo-Sierra",990,30.27,28,0.93,40.3752299,-2.1405708,"España"
"11668","Cernadilla",908,36.12,114,3.16,42.0203134,-6.4173476,"España"
"11669","Brochon",297,7.46,645,86.46,47.238888888889,4.9708333333333,"Francia"
"11670","Santiz",893,27.05,249,9.21,41.205555555556,-5.8936111111111,"España"
"11671","Combrand",197,24.62,1161,47.16,46.864166666667,-0.68944444444444,"Francia"
"11672","Crépy-en-Valois",95,16.28,15090,926.9,49.234444444444,2.8875,"Francia"
"11673","La Tranche-sur-Mer",7,17.63,2905,164.78,46.344444444444,-1.4388888888889,"Francia"
"11674","Coullons",165,78.97,2370,30.01,47.620555555556,2.4925,"Francia"
"11675","Luant",143,31.06,1504,48.42,46.733055555556,1.5586111111111,"Francia"
"11676","Normanville",26,9.14,1105,0.12,49.0797,1.15972,"Francia"
"11677","Cabeza del Caballo",732,44.98,279,6.2,41.130277777778,-6.5597222222222,"España"
"11678","Tarnac",707,67.46,339,5.03,45.680277777778,1.9469444444444,"Francia"
"11679","Blascomillán",948,39.6,354,8.94,40.801388888889,-5.0886111111111,"España"
"11680","Larrodrigo",870,49.63,187,3.77,40.736666666667,-5.4491666666667,"España"
"11681","Sayatón",670,45.38,78,1.72,40.377222222222,-2.8519444444444,"España"
"11682","Breuil-Barret",625,284.98,74746,262.29,38.983333333333,-3.9166666666667,"Francia"
"11683","Urrácal",744,25,350,14,37.3723183,-2.3228526,"España"
"11684","la Pobla de Cérvoles",663,61.92,191,3.08,41.369166666667,0.91638888888889,"España"
"11685","Valdesotos",844,27.3,26,0.95,40.957222222222,-3.3283333333333,"España"
"11686","Buzy-Darmont",368,12.38,559,45.15,43.133611111111,-0.45888888888889,"Francia"
"11687","Garges-lès-Gonesse",62,5.47,42501,7.77,48.973298,2.398208,"Francia"
"11688","Gorinchem",2,21.99,35255,1808,51.83873,4.97713,"Paises Bajos"
"11689","Huntingdon CP (Hunts)",196,7.19,25825,3.593,52.335,-0.0837,"Reino Unido"
"11690","Saint-Jean-de-Linières",27,8.66,1803,0.21,45.2767,6.345,"Francia"
"11691","Brieva",1089,13.7,96,7.01,41.034444444444,-4.0533333333333,"España"
"11692","El Ballestero",1029,138.69,405,2.92,38.8417072,-2.4553398,"España"
"11693","Espinosa de Henares",761,39.42,628,15.93,40.905555555556,-3.0705555555556,"España"
"11694","La Hiniesta",691,33.1,316,9.55,41.5524954,-5.7988322,"España"
"11695","Miño de Medinaceli",1161,56.25,100,1.78,41.189722222222,-2.5180555555556,"España"
"11696","Palo",703,14.4,24,1.7,42.3228,0.24378,"España"
"11697","Trévago",1042,20.51,43,2.1,41.873888888889,-2.1022222222222,"España"
"11698","Valtajeros",1253,22.93,19,0.83,41.938333333333,-2.2225,"España"
"11699","Villa del Campo",473,57,487,8.54,40.1407325,-6.4271223,"España"
"11700","Villaselán",862,56.52,199,3.52,42.560833333333,-5.0477777777778,"España"
"11701","Lamotte-du-Rhône",137,11.97,401,33.5,44.2658,4.68,"Francia"
"11702","Linares de Mora",1311,116.28,234,2.01,40.3217109,-0.5749728,"España"
"11703","Cabezas del Villar",1048,110.07,260,2.36,40.715277777778,-5.2083333333333,"España"
"11704","Harelbeke",7,29.14,27886,956.97,50.833333333333,3.2666666666667,"Belgien"
"11705","Treillières",49,29.05,8734,0.3,47.323861,-1.614653,"Francia"
"11706","Pajares de los Oteros",791,61.82,266,4.3,42.329722222222,-5.4725,"España"
"11707","Marnaz",521,9.02,5521,612.08,46.059166666667,6.5258333333333,"Francia"
"11708","Betzdorf",225,9.57,10185,1.06,49.687566,6.344126,"Alemania"
"11709","Sesto Calende",218,23,11141,426,45.733333333333,8.6333333333333,"Italia"
"11710","Igon",193,5.33,954,178.99,43.1597,-0.233333,"Francia"
"11711","Chaudeney-sur-Moselle",208,8.34,709,85.01,48.651666666667,5.905,"Francia"
"11712","Orvieto",211,281,20468,74,42.716666666667,12.1,"Italia"
"11713","Villabon",62,17.74,5867,330.72,43.188055555556,-2.0525,"Francia"
"11714","Péret",171,10.97,1012,0.09,43.576129,3.397459,"Francia"
"11715","Lézignan-la-Cèbe",410,6.13,154,0.25,43.098659,-0.000191,"Francia"
"11716","Réauville",348,18.22,387,21.24,45.675833333333,6.3925,"Francia"
"11717","Montán",549,34.1,370,11.2,40.0351,-0.552754,"España"
"11718","Albornos",911,17.15,183,10.67,40.838611111111,-4.8813888888889,"España"
"11719","Sant Miquel de Campmajor",218,33.2,231,6.96,42.13597,2.679126,"España"
"11720","Torre la Ribera",1085,32.1,101,3.15,42.354166666667,0.55027777777778,"España"
"11721","Commentry",385,20.96,6239,297.66,46.288888888889,2.7416666666667,"Francia"
"11722","Kappel-Grafenhausen",163,25.72,5096,198.13,48.292222222222,7.7413888888889,"Alemania"
"11723","Metzingen",351,34.61,22046,638.09,48.536666666667,9.2858333333333,"Alemania"
"11724","Nontron",212,24.67,3050,123.63,45.529444444444,0.66166666666667,"Francia"
"11725","Villafranca di Verona",49,57.43,33232,572.3,45.35,10.85,"Italia"
"11726","Vitrac",615,17.88,271,15.2,44.830555555556,1.2269444444444,"Francia"
"11727","Jassans-Riottier",174,4.81,6339,1317.88,45.985555555556,4.7566666666667,"Francia"
"11728","Meilhan",275,6.82,80,11.73,44.521388888889,0.033611111111111,"Francia"
"11729","Murero",707,18.25,98,5.37,41.158055555556,-1.4822222222222,"España"
"11730","Santa Cruz de Yanguas",1203,33.52,61,1.82,42.078333333333,-2.4652777777778,"España"
"11731","Hayange",194,12.21,15811,1294.92,49.329722222222,6.0619444444444,"Francia"
"11732","Fuentes",173,150.18,7111,47.35,37.463333333333,-5.3444444444444,"España"
"11733","Avy",39,14.64,477,32.58,45.553203,-0.508523,"Francia"
"11734","Santa María del Val",1160197,46.31,67,1.45,40.5045589,-2.0413475,"España"
"11735","Mogliano Veneto",7,46.15,27852,605.5,45.561944444444,12.236388888889,"Italia"
"11736","Loudéac",164,80.24,9571,119.28,48.177777777778,-2.7533333333333,"Francia"
"11737","Bernay",109,24.03,10085,419.68,49.088611111111,0.59833333333333,"Francia"
"11738","Ardisa",433,27.18,70,2.58,42.2008637,-0.7582436,"España"
"11739","Marracos",416,16.92,86,5.08,42.0907046,-0.7776508,"España"
"11740","Puendeluna",493,39.6,140,3.54,42.1581585,-0.8548297,"España"
"11741","Peymeinade",208,9.76,8151,835.14,43.642222222222,6.8758333333333,"Francia"
"11742","Rouillac",114,43.69,2976,68.12,45.775555555556,-0.063333333333333,"Francia"
"11743","Fléac",57,12.6,3742,296.98,44.203055555556,0.61861111111111,"Francia"
"11744","Callian",200,25.42,3206,126.12,43.622222222222,6.7530555555556,"Francia"
"11745","Nazelles-Négron",64,22.32,3532,158.24,47.432222222222,0.95333333333333,"Francia"
"11746","Saint-Clément-de-la-Place",64,33.23,2131,64.13,47.525,-0.74638888888889,"Francia"
"11747","Tiffauges",90,9.92,1588,160.08,47.013611111111,-1.1113888888889,"Francia"
"11748","Uchaux",90,18.48,1649,89.23,44.209722222222,4.8008333333333,"Francia"
"11749","Cheylade",955,32.81,225,6.86,45.209444444444,2.7158333333333,"Francia"
"11750","Orcières",1397,98.27,715,7.28,44.677803,6.276792,"Francia"
"11751","Arañuel",405,19.2,150,7.81,40.0714224,-0.4812947,"España"
"11752","Prilly",481,2.17,12058,5556.68,46.533333333333,6.6,"Suiza"
"11753","Bretignolles-sur-Mer",214,27.33,4434,0.16,46.862348,-0.607505,"Francia"
"11754","Izel-lès-Équerchin",392,9.91,1011,102.02,46.400555555556,6.59,"Francia"
"11755","Cuzieu",336,11.51,1494,0.13,45.817248,5.683973,"Francia"
"11756","Marolles-les-Braults",86,20.64,2068,100.19,48.252222222222,0.31416666666667,"Francia"
"11757","Neuilly-sur-Marne",45,6.86,34993,5101.02,48.857777777778,2.5311111111111,"Francia"
"11758","Tallende",459,5.99,1521,253.92,45.668888888889,3.1077777777778,"Francia"
"11759","Avricourt",240,10.32,612,59.3,49.610555555556,6.1327777777778,"Francia"
"11760","Bellegarde-en-Forez",404,18.91,2004,105.98,45.647222222222,4.2983333333333,"Francia"
"11761","Alustante",1410,93.04,153,1.64,40.616388888889,-1.6575,"España"
"11762","Lormes",424,51.71,1288,24.91,47.29,3.8175,"Francia"
"11763","Saint-Jean-de-Liversay",13,41.42,2891,69.8,46.268888888889,-0.87444444444444,"Francia"
"11764","Sarcelles",62,8.45,58587,6933.37,48.997222222222,2.3780555555556,"Francia"
